49 7776 31843
0 0     -3.326500e+02 2.620900e+02
-3.8979153613590420e+00
1.6344624115349107e+00
6.8877058991810444e-02
-3.2834555189444461e+00
1.6383254515074752e+00
1.9413684700425279e-01
-3.2939528648269816e+00
1.6194332926059165e+00
2.1322154303455390e-01
-3.2724888940574712e+00
1.6277347320111550e+00
1.3987887175724917e-01
-3.2302316434558813e+00
1.6128376593319416e+00
2.0920153109924799e-01
-3.0970481755554458e+00
1.6126727931254390e+00
2.0922204230707017e-01
-3.0968709234710019e+00
4.3130357673826246e-02
1.0000909018286288e+00
-1.0885171025093850e+01
-4.3138154706094672e-01
1.4535951325326946e+00
-3.5497739044924095e+00
1.7679502092180579e+00
2.9068602299116131e-01
-4.5955048602696245e+00
1.6002158583909689e+00
1.4106663979804257e-01
-2.9716294385607265e+00
1.6261037107719563e+00
1.1077932208784828e-01
-3.1933104801926224e+00
1.5926098597655520e+00
3.7211608365633569e-01
-2.8882751582314827e+00
1.6459409529680200e+00
1.3713924547570297e-01
-3.4127001930862404e+00
1.4604961288537390e+00
1.4668043292713548e+00
-4.9504882541781736e+00
1.2712813063905921e+00
1.4715414875809885e+00
-5.0770353808298481e+00
1.6211930428078067e+00
2.5634903745132714e-01
-3.0141266626052885e+00
1.6464866180048439e+00
3.0228365194800155e-01
-3.3717071799885301e+00
1.6645766368261947e+00
1.2246164214955082e+00
-6.8545898171923110e+00
-2.5710358243457981e-01
1.2428870119584665e+00
-6.8393828931939362e+00
1.6850396487941430e+00
6.8536583396986461e-01
-8.0507196719332956e+00
-2.7974982330837123e-01
1.4267045614558675e+00
-6.8908939970483010e+00
1.7791847793484610e+00
-7.1421425672618380e-03
-4.9037485846957676e+00
-3.2966852945619612e-01
1.0187877798659102e+00
-8.9208215778481783e+00
-2.4702116449823547e-01
-1.0954356103138392e-01
-9.6292451119629003e+00
-6.9315765231438442e-01
4.3304819956391799e-01
-1.8347517508368418e+00
1.6387681665987532e+00
2.2834392910131032e-01
-3.4088308588228817e+00
7.8835264001924787e-01
-3.5352595667150566e-01
-3.5972448412646836e+00
1.6106426062147516e+00
2.1933994944252319e-01
-3.1212734060644722e+00
9.6386406508531219e-01
1.4431570458960097e+00
-3.0127354952136605e+00
-1.9737729550709066e-01
-2.9183509204281111e-01
-2.7545782340029126e+00
-1.9912730648279067e-01
-2.9700370919451086e-01
-2.7713659205907262e+00
1.6490082204683199e+00
3.1399969823034624e-01
-3.4278742098353652e+00
-9.3346303232022398e-01
1.1157120952151861e-01
-3.5374478519124812e+00
-9.4510270160657084e-01
1.1729454622374877e-01
-3.3634595601280250e+00
1.6435628782850393e+00
1.5345719793407189e-01
-3.4474260612874392e+00
1.6429404044253961e+00
1.0364245490191247e-01
-3.3742093184048025e+00
1.6465306841039902e+00
1.6935303285293532e-01
-3.1825757873588696e+00
1.5981768394557256e+00
2.7683876877543506e-01
-2.9352611200906877e+00
1.5870982323726561e+00
2.6041143592980398e-01
-2.6788271203179717e+00
1.6977832592176305e+00
1.1128378976186361e-01
-3.9586960639565878e+00
1.6298919439090636e+00
2.2175423710724221e-01
-3.0746763143407319e+00
1.6106426062147516e+00
2.1933994944252319e-01
-3.1212734060644722e+00
1.6172228981152921e+00
1.8942805712345578e-01
-3.0895794594127568e+00
1.0018148693140976e+00
1.4778023689325681e+00
-2.9973731960989762e+00
1.6259535163655396e+00
9.3964368080983365e-02
-3.0644763934924883e+00
-6.6098473674534097e-01
4.0688146393656371e-01
-1.8298887498573488e+00
1.6887319618626206e+00
2.2933216104505250e-01
-4.5513791547726852e+00
-9.8928604132847264e-01
3.4939040550885764e-01
-3.7199374658893398e+00
1.7392180246302762e+00
2.7427583549148082e-01
-4.6254564819301347e+00
-9.3968427366457452e-01
2.6163141783085192e-01
-3.7361813071950363e+00
1.7504667796795701e+00
2.5053622098169032e-01
-4.8176896318189755e+00
1.5304418318624435e+00
1.1000000331964175e+00
-6.8395132323095629e+00
1.8139825848781912e+00
2.6589285638166005e-01
-5.4880154999528612e+00
-5.8066427136881871e-01
1.1737192393907343e+00
-3.4821826288512523e+00
-5.9271897234211035e-01
1.2101926861368355e+00
-3.4868065457554005e+00
1.6307731639578258e+00
1.2916183826081371e+00
-4.9739440651551305e+00
1.2260586813152479e+00
1.4853664867407543e+00
-5.0419139579744670e+00
1.8295655184061486e+00
2.6457819641250063e-01
-5.4210004566518135e+00
1.3523118478063840e+00
1.1832999400750308e+00
-5.1106629159390273e+00
1.6698444471395535e+00
5.5452960264663886e-01
-7.6771578905484272e+00
1.2863492747180865e+00
1.3716051236593485e+00
-5.1588392282084623e+00
-4.2577643542057363e-02
-2.2999874784435076e-01
-3.9639410884886126e+00
1.3591704008609073e+00
1.1311731601414026e+00
-5.0973542388667790e+00
-3.2156107214860818e-01
1.4490204324751310e+00
-4.9010919998258764e+00
-9.2864493094413003e-01
3.5579561008214300e-01
-3.7553982032969477e+00
-9.5573780368389805e-01
2.4007383401807617e-01
-3.7331208194852361e+00
-8.8887303427071462e-01
-6.7351106935146050e-03
-3.7711952543919347e+00
1.5186567837314355e+00
1.0913543828595829e+00
-4.9630807455156232e+00
8.3226108992459735e-01
-2.3946496093648120e-01
-3.4421489486925640e+00
-9.6095555208296923e-01
3.6125712672331656e-01
-3.7486835813203472e+00
-6.6320744623716954e-01
1.5432377952760981e+00
-4.7543185857433157e+00
-3.5875018919987184e-01
8.6063677528791760e-01
-8.5294572737626115e+00
1.6824890663206140e+00
3.0134426791125477e-02
-4.1960335675354310e+00
1.4547148265066736e+00
1.4637147314424324e+00
-4.9448483065991065e+00
1.2791414113745352e+00
1.4759564089093435e+00
-4.9829567876637357e+00
8.5573768840863640e-01
-2.5606074617742342e-01
-3.4302033422099290e+00
-4.5886852435115165e-02
-2.2653775836626572e-01
-3.3043519364086396e+00
8.7030803961137693e-01
-3.4364046141153698e-01
-3.2794182929995159e+00
-3.9143709181231345e-01
9.6735126155892831e-02
-5.4286183967912693e+00
7.9174292877841901e-01
-2.8375919585442350e-01
-3.4405418004561175e+00
1.8062111288388500e+00
2.9863855853290400e-01
-5.4178526013496047e+00
1.6338915870612205e+00
2.8244956365729978e-01
-3.2227297843407117e+00
1.6138316428517210e+00
3.2684477281487878e-01
-3.0163112807871273e+00
1.6020693106124768e+00
1.5424895692358032e-01
-2.8726629142630880e+00
1.5957133140644406e+00
3.3434347998495245e-01
-2.7257232240900477e+00
8.5897884744784603e-01
-3.3208815862048424e-01
-4.8231315302449049e+00
7.7091042465167536e-01
-3.1279925750301385e-01
-3.4155237543526615e+00
8.5850391466678377e-01
-1.9628720352968795e-01
-2.2708663424074578e+00
-4.5668650664046406e-01
1.4193247630006571e+00
-3.5332383402653562e+00
1.3423237984258301e+00
1.4528294212299908e+00
-2.8628184171035986e+00
8.4092448640508310e-01
-2.3159611124099433e-01
-3.1910583856181902e+00
7.3509633866102586e-01
-3.1209707159061389e-01
-2.5956885800938343e+00
-6.6770590187981427e-01
1.5398549943732116e+00
-4.7540050240752283e+00
-8.8905794804521515e-02
-1.3175779377001140e-01
-8.6317072448235752e+00
-2.1122462083189197e-01
-1.9286733581198456e-01
-3.1488683199529017e+00
8.1965672388946875e-01
-2.0341498770644201e-01
-2.2804321256103175e+00
-2.5252534938210884e-02
-1.0650703479122096e-01
-3.7682664807911039e+00
1.6059763439817554e+00
3.4389344714904913e-01
-2.9003366524129559e+00
-1.0454551665198941e+00
-1.6385416921513607e-01
-2.3903676952485480e+00
-9.9632421608333144e-01
6.2412265459782720e-02
-2.4812173271577631e+00
-9.9372651503130827e-01
2.3187971011542027e-01
-3.6953948912132919e+00
-1.0014127657545602e+00
6.1259277480102764e-02
-2.6032493217017065e+00
-8.5423621202916222e-01
4.1156492564224456e-01
-3.7205772017980308e+00
-7.3391318921177229e-01
1.6092269238008057e+00
-3.3915980474970051e+00
1.6337393441730463e+00
2.8272837585886401e-01
-3.2220132734661537e+00
1.6858347180002733e+00
2.3710704311170244e-01
-4.0674040185984577e+00
-5.2270897873476674e-01
1.3778849907188349e+00
-4.7943493511339739e+00
1.7518201897854699e+00
9.0678641354737188e-01
-7.7723768015246417e+00
-9.6236068160788124e-01
-2.1545721819685074e-01
-3.2425561810873909e+00
-6.7018203111274566e-01
1.3852479269173585e+00
-4.7224837759885654e+00
7.7121110330359455e-01
-2.0449659004347420e-01
-2.3354500049739624e+00
-1.8264342593529512e-01
-3.2210718596140542e-01
-2.8094752093739612e+00
-3.0368632655257316e-01
-2.2348668469518354e-01
-2.6895206790706743e+00
-7.7844675747131142e-01
2.3888576356741931e-01
-3.6473034736931842e+00
-5.4180146316450761e-01
-3.0675491027573770e-01
-2.6076956006065766e+00
8.6790609280978737e-01
-3.3043185843497996e-01
-4.6514232956012815e+00
-7.2323426846262262e-01
4.7958074320910690e-02
-2.3384038259369682e+00
-3.6428247814490200e-01
-1.9692666291207608e-01
-2.6290380337402834e+00
7.8247781304949482e-01
-2.3873355048802944e-01
-3.5556756261297537e+00
-7.2198361129151289e-01
-1.9198116366036455e-01
-1.9545307611066574e+00
-6.7586311315019254e-01
-2.6629974041707355e-01
-1.8660504839717547e+00
-6.1367624076890726e-01
-2.9481567474070092e-01
-2.4868420348699387e+00
1.2383367723144940e+00
1.0788006008194626e+00
-6.7383642093299914e+00
-7.2827034065184482e-01
1.5148653964046934e+00
-3.3558109260485729e+00
-4.8177613316398177e-01
1.4607979081840483e+00
-4.9796961359357175e+00
-6.8351565730252939e-01
-2.5584964682924566e-01
-9.7100197289456762e+00
1.0567442641276579e+00
1.3139511146220904e+00
-3.0661636473385365e+00
1.9080283466427792e+00
1.8849352871678918e-01
-6.8929135330866416e+00
-1.8425924752076284e-01
-2.3528390270421043e-01
-9.2711723001006661e+00
-4.1767769420092371e-01
-2.1103580558805882e-01
-2.6145306048083916e+00
-4.2314406840775404e-01
-2.1440939172959381e-01
-2.6245204453319770e+00
-4.3204244440353340e-01
1.4498109562528916e+00
-3.5434397006229017e+00
-3.0573520537830673e-01
-4.0231523565263555e-01
-9.2038782639671997e+00
8.2632984678345356e-01
-1.4196648258416739e-01
-2.7491464651964588e+00
8.2951489019659730e-01
-1.4280178206846988e-01
-2.7537481925942675e+00
-4.5521273218864955e-01
-3.1535839500727492e-01
-2.5915312277326992e+00
9.8610764402583839e-01
1.3755519837637258e+00
-3.0616426196406383e+00
-3.4774785917062107e-01
6.5607583850063711e-01
2.2983356887399786e+00
-9.0055669714804831e-01
2.9945472490533775e-01
-3.7423912149542566e+00
-3.7045998371773653e-01
6.7915689189657513e-01
2.1402698651683441e+00
-7.3487839401113941e-01
1.5403309565322478e+00
-3.3635048387147344e+00
9.8452064561970376e-01
1.5475950618873104e+00
-2.9997981130476012e+00
9.8452064561970376e-01
1.5475950618873104e+00
-2.9997981130476012e+00
-2.7982551287803581e-01
-1.9045698555597662e-01
-3.0772877563006604e+00
-2.0541897831363767e-01
-2.1817658660704956e-01
-2.7371072619911283e+00
-5.7777944220619637e-01
1.5184898590440616e+00
-4.7440087598843936e+00
-8.1199912976116306e-01
4.6760890940908112e-01
-3.9485451572594803e+00
-9.3381192314543049e-01
4.1170004432738344e-01
-3.6819720393419062e+00
-4.8282961426281396e-01
1.5859306305609086e-01
-3.6300509240787280e+00
-8.8448626273906650e-01
3.3642456619866312e-02
-3.7963016769767641e+00
8.0470963064925938e-01
-2.0316060583961545e-01
-2.2942464400915270e+00
8.0413219078554854e-01
-1.9205334664400442e-01
-2.3187435339117282e+00
-1.0145602672928637e+00
2.1550608859739181e-01
-2.5250003007034039e+00
1.2638711176702551e+00
1.5270709347967970e+00
-2.7930155964099095e+00
-1.0100247936559368e+00
2.1083151571155831e-01
-2.4748781459794147e+00
-6.1882856986566104e-01
1.7844162787131417e+00
-2.4341311906455512e+00
7.6775968597102606e-01
-2.2844363864205119e-01
-2.7685497276537476e+00
1.0735608343191445e+00
1.5890206078693505e+00
-2.8738128711341009e+00
-7.4358029478078569e-01
1.4392536075846165e+00
-4.6485154320753264e+00
-4.2669261824678806e-01
-1.2624329749748212e-01
-4.8324454420591483e+00
-6.5865605875554301e-01
-2.7668509539219394e-01
-2.0795379366027689e+00
-6.0006402203829867e-01
1.3753959566299696e+00
-4.7682660312570935e+00
1.6307825314687616e+00
3.1273466164254954e-01
-3.4893663701032214e+00
-5.3317403462189406e-01
1.3238360173721369e+00
-6.8282322532114970e+00
7.9775498871640704e-01
-2.6872770480869590e-01
-3.5447120067589588e+00
8.0576612414401927e-01
-2.0394004989648604e-01
-2.2954973551100122e+00
-3.3979955189665845e-01
1.4111765513547909e+00
-4.8578466913359932e+00
-1.8262260565938096e-01
-2.1143790698629897e-01
-2.7866793818917071e+00
-4.1431815056994120e-01
1.1811862972239588e+00
-8.6147479360522770e+00
1.6180098777866017e+00
3.4415861769439082e-01
-3.0665554090388056e+00
9.8993723763648978e-01
1.3501197780914689e+00
-3.0654925883265229e+00
1.1987539024984848e+00
1.1910507851314225e+00
-2.9703831434141565e+00
-8.5827299033893578e-01
1.5546289030786203e-02
-3.9058739851621738e+00
8.4338265296489490e-01
-2.1807477720828081e-01
-2.2635130329233863e+00
8.4338265296489490e-01
-2.1807477720828081e-01
-2.2635130329233863e+00
1.7053319447975448e+00
-2.3297052262964227e-01
-6.4998978570148331e+00
7.7220260082962600e-01
-2.0501824683729766e-01
-2.3378888687725823e+00
7.4181616979141818e-01
-1.9546340392754388e-01
-2.3142428736146243e+00
1.6974295785618554e+00
2.6054639860989748e-01
-4.2264016894935610e+00
1.7074020112796573e+00
2.2407819099325479e-01
-4.1474034656830820e+00
-2.9141306016120253e-02
-1.4318633459902361e-01
-8.6998027719052633e+00
8.4327478923429022e-01
-3.2184708228939379e-01
-2.8821473737017529e+00
-8.3168538544684578e-01
3.7407589995505502e-01
-3.7219831780658748e+00
-8.3193589067536866e-01
3.7301422851931487e-01
-3.7223661183076713e+00
-9.2615612052843832e-01
1.4745799572714241e-01
-3.3253854980759336e+00
-5.4974276272912026e-01
-8.1979868439054707e-02
-4.9474363010150126e+00
-4.4958367596110271e-02
-2.2180596367451816e-01
-3.2635085494231988e+00
-8.6428567548620283e-01
-3.1166063709176756e-01
-3.5545678836454928e+00
-9.2520775907994277e-02
-3.4967672527360016e-01
-3.3318590004735196e+00
-9.4903397984535010e-01
1.0811948204030572e-01
-3.2588764352267301e+00
7.4501995218120032e-01
-1.7365982989419015e-01
-2.3618882073342835e+00
-9.5247362197077790e-01
3.5392418702637823e-01
-3.7246029334288120e+00
-8.8159786125667450e-01
4.4261858019727290e-02
-3.7913319022440897e+00
-3.0467622760388289e+00
1.1671967146835502e+00
4.8748173322111281e+00
8.2583302774643419e-01
-2.0146059790942683e-01
-2.2896927993985114e+00
7.9512877671348448e-01
-2.2722366157333776e-01
-2.7249780764948919e+00
-6.6506963024465390e-02
-2.4286887500125501e-01
-3.2692098866858821e+00
-6.8281244096023064e-01
3.7710529612362587e-01
-1.8341587278630911e+00
-9.8359789651467500e-01
-1.3960201506714084e-01
-2.4939230526892455e+00
-1.0110208335470179e+00
-3.0162565018240096e-02
-2.5721788438276576e+00
-6.8480755618589806e-01
3.7684078710137803e-01
-1.8352728131285994e+00
-1.0181769763337365e+00
2.4687259010525012e-01
-2.5349489391738631e+00
-1.0129160883933446e+00
1.4112096447792716e-01
-2.5885635925778057e+00
-1.0500849660763234e+00
1.7041941991736387e-01
-2.6197983581337980e+00
1.2862724304639315e+00
1.4121540503357304e+00
-5.1378717028688543e+00
1.7383296443096776e+00
-1.2810062503935629e-01
-5.3559989496903411e+00
1.6565302153915453e+00
1.5865940639732248e-02
-3.2223691974663762e+00
1.6015636628367775e+00
2.8178253043355694e-01
-2.7291139490182399e+00
1.6515120080191941e+00
3.0593706221473993e-01
-3.4792544136023800e+00
1.6016862490592729e+00
1.6660456740247284e-01
-2.8211196509278502e+00
1.4980316083285643e+00
-1.6232648950835771e-01
-5.5033004405127297e+00
-4.7834471410553964e-01
1.2901320413507884e+00
-3.4937969572305843e+00
-7.3358561704183278e-01
1.6065455049088151e+00
-3.3937187275650418e+00
-3.5259664437731353e-01
1.4142628594629518e+00
-4.8001529308854920e+00
-6.3326251293696001e-01
1.5723191405807575e+00
-3.2876643161277990e+00
-5.5625064012558900e-01
-3.1769764323768529e-01
-2.5463599069842964e+00
-8.1199912976116306e-01
4.6760890940908112e-01
-3.9485451572594803e+00
-6.6608462188603879e-01
1.5972426404835713e+00
-3.3081357687714741e+00
8.4511124721372455e-01
-2.3407925460994777e-01
-2.2709825430431914e+00
1.4509197744666864e+00
1.3756315469661924e+00
-5.1310245051943406e+00
-6.6943555225968532e-01
1.6017117393061602e+00
-3.3146175331729606e+00
7.8175434982463476e-01
-2.3104850163850832e-01
-2.7460397658461941e+00
1.2744610444650413e+00
2.8415858611473072e-01
-3.0035813418082316e+00
7.8821415857960697e-01
-2.5871679906264089e-01
-3.1750249341311387e+00
-1.4901856820220125e-01
-2.9289245835383071e-01
-2.8370520073172720e+00
-8.4186288862915515e-01
-8.9306267520991592e-02
-4.0152429454128065e+00
7.4350284894195451e-01
-2.7259035173353963e-01
-3.2324983707986257e+00
1.2571387927007776e+00
1.2422299077915335e+00
-2.9454486651783740e+00
1.2387516879138241e+00
1.4584956477296906e+00
-2.7963904550036824e+00
-4.3543575792002193e-01
1.4247341976513492e+00
-4.7822706250971336e+00
2.8177916449462298e-01
-3.2594160264888467e-01
-2.5581836407133491e+00
7.6878421225824134e-01
-1.9177715622310607e-01
-2.8325469786203494e+00
-3.8632465957328760e-01
-1.9078935026188010e-01
-3.2079521363937054e+00
-3.2925827359898124e-01
-2.0432181249824932e-01
-2.7470727236201498e+00
9.3872196029376376e-01
-2.7061250292449240e-01
-3.4417242771124159e+00
9.7542814944375777e-01
1.3686418502359254e+00
-3.0699592885245659e+00
-9.2455068826285181e-01
-2.3919822894653575e-01
-4.0051385287238137e+00
1.6354488888332757e+00
-2.7895212421316595e-01
-3.0096513965791725e+00
-4.1346720395527908e-01
-2.1690850245741441e-01
-2.6481269167746544e+00
1.4040283771199256e+00
1.5135981359437989e+00
-5.0174740487582090e+00
-5.6707376679751142e-01
-2.3305598947552161e-01
-3.4101600655472599e+00
8.9885758645570868e-01
-2.1012579687722799e-01
-3.4677975080555048e+00
1.6384001381245112e+00
8.6524805444408749e-03
-5.6884415821058090e+00
7.7782662208748232e-01
-2.8595869661642759e-01
-2.8057529852161944e+00
9.5032719512060426e-01
1.4039810961687633e+00
-2.9994207888008355e+00
1.1516353514113877e+00
1.6252557931052034e+00
-2.8725839858651421e+00
1.2688538086192265e+00
1.2400465188862153e+00
-2.9395931757411198e+00
-6.1014177450358309e-01
-2.9092619924803315e-01
-2.5040281198570349e+00
1.6076929347457687e+00
3.3043927761205844e-01
-2.8733073208125517e+00
7.4382064094385703e-01
-1.6232432045699194e-01
-2.3772609485627223e+00
1.0018537712672357e+00
1.5538863741678279e+00
-2.8939622138851773e+00
-5.8942584619916760e-01
-2.9967810171783732e-01
-2.6516694553446523e+00
7.8920949953719943e-01
-1.5885477362929268e-01
-2.3845737035997621e+00
3.7887223755446015e-01
-2.5234332094966755e-01
-1.6823078916520291e+00
1.6354488888332757e+00
-2.7895212421316595e-01
-3.0096513965791725e+00
1.6490249464558411e+00
1.8757689477274034e-01
-3.4109885768490877e+00
-9.8150811741552457e-01
9.5597488504520156e-02
-2.5988654942525837e+00
-8.8299388877785701e-01
-7.6572947984653722e-03
-3.7576268843395533e+00
7.7019757276240630e-01
-1.3219280390526067e-01
-2.3721985904041762e+00
1.3841934885993705e+00
1.1036563307355598e+00
-5.0949811205769979e+00
7.9124930355766698e-01
-2.0864789339608053e-01
-2.7346263903138381e+00
-7.5942929494691369e-01
1.4236653381021493e+00
-3.4444532526833767e+00
-5.8443335204960922e-01
1.5224829428627418e+00
-4.7574793486706861e+00
-5.9020428909982614e-01
1.3549661435993012e+00
-4.7016732777827599e+00
1.6093287428345284e+00
1.2847085645723786e+00
-5.0380283125753555e+00
-2.3940614937683424e+00
7.0705023281323331e-01
3.6271557568486141e+00
1.6145740026645021e+00
9.8890312655373402e-02
-2.9104406329439696e+00
-6.2862539032451292e-01
5.8592156417695029e-01
-1.8334210020856110e+00
-1.0060186278702716e+00
-7.3679227345826978e-02
-2.5304910700606298e+00
7.6126702252855050e-01
-2.6710763657479897e-01
-3.5790859292203594e+00
-4.2756648612174847e-01
1.3680508304211680e+00
-4.8644291903039534e+00
-5.5949054527286357e-01
-3.2117796243396046e-01
-2.5590218596763363e+00
-7.1578878046135552e-01
1.8594811163586593e+00
-2.5180130596791002e+00
-2.2255916685167756e-01
1.2545675043817661e+00
